iter	AUC	Logloss
874	0.9986413361	0.05235157407
875	0.9986413518	0.05233866956
876	0.9986419986	0.05231180167
877	0.9986429924	0.05226689965
878	0.9986474407	0.05220999775
879	0.9986487973	0.05216522253
880	0.9986524096	0.05213277019
881	0.9986577886	0.05208815238
882	0.9986636566	0.05198874287
883	0.9986641771	0.05195189082
884	0.9986666694	0.05191692618
885	0.9986686254	0.0518932866
886	0.9986728845	0.05184346077
887	0.9986735312	0.05181167521
888	0.9986729476	0.05176570543
889	0.9986743199	0.05171769946
890	0.9986764179	0.05168083581
891	0.9986843839	0.05161248536
892	0.9986860559	0.05156873307
893	0.9986885798	0.05152779988
894	0.9986948579	0.05145543642
895	0.9986976658	0.05141713832
896	0.9986966089	0.05138378943
897	0.9987032183	0.05131174219
898	0.998704843	0.05128460391
899	0.9987052847	0.05126622685
900	0.998706105	0.05122664704
901	0.9987215321	0.0511056806
902	0.9987269585	0.05104299679
903	0.9987270531	0.0510279989
904	0.9987333943	0.05098074785
905	0.9987341357	0.05097048596
906	0.9987355396	0.05094901031
907	0.9987450042	0.05088626705
908	0.9987533487	0.05083380246
909	0.9987598635	0.05074488054
910	0.9987641225	0.0506944231
911	0.9987684131	0.05064767709
912	0.9987830673	0.05051027195
913	0.9987866007	0.05047973239
914	0.998794898	0.05040546811
915	0.9987961126	0.0503933118
916	0.9987965543	0.05036515869
917	0.99879881	0.05034919907
918	0.9987993936	0.0503249156
919	0.9988287652	0.05017266493
920	0.9988321724	0.05013601293
921	0.9988418262	0.05005892694
922	0.9988443501	0.04998126434
923	0.9988575058	0.04990322694
924	0.9988598561	0.04985870289
925	0.9988654402	0.0498111282
926	0.99887216	0.04973322608
927	0.9988786748	0.04966697781
928	0.9988887545	0.04956277893
929	0.9989026673	0.04945165255
930	0.998905349	0.04940411319
931	0.9989051597	0.04934660046
932	0.9989089297	0.04928896941
933	0.9989103336	0.04922998183
934	0.9989132518	0.04918766997
935	0.9989202398	0.04910836258
936	0.9989230792	0.0490649928
937	0.9989258397	0.04903298519
938	0.9989260289	0.048984995
939	0.9989301302	0.04893694179
940	0.9989302722	0.04891434775
941	0.9989332378	0.04887867377
942	0.9989345943	0.04885696525
943	0.9989449895	0.04871586589
944	0.9989546749	0.04861556123
945	0.9989546749	0.04854656222
946	0.9989570253	0.04849689601
947	0.9989684773	0.04844028445
948	0.998970733	0.04837324452
949	0.9989776106	0.04831659848
950	0.9989801502	0.04827591588
951	0.998985198	0.04821821085
952	0.9989844724	0.04816822918
953	0.9989946152	0.04803760599
954	0.9989993948	0.04795340016
955	0.9990017925	0.04791831725
956	0.9990073765	0.04785449225
957	0.9990107522	0.04779492492
958	0.999014049	0.04776121291
959	0.9990149008	0.04773271762
960	0.9990199801	0.04766527175
961	0.9990229457	0.0476029155
962	0.9990260532	0.04756517173
963	0.9990331989	0.0474982125
964	0.9990406759	0.04742097015
965	0.9990430578	0.04738287225
966	0.9990431524	0.0473492178
967	0.9990473957	0.04725686384
968	0.9990492413	0.04721080483
969	0.9990502193	0.0471817913
970	0.9990530586	0.04712018604
971	0.9990576489	0.04706674587
972	0.999059179	0.04701514415
973	0.9990613716	0.04696860673
974	0.9990645265	0.04691381231
975	0.999081673	0.04680862214
976	0.9990823986	0.04677686451
977	0.9990821778	0.04677079852
978	0.9990822094	0.04676543761
979	0.9990859321	0.04673976662
980	0.9990924626	0.04665789291
981	0.9990966743	0.04661144755
982	0.9990998449	0.0465649475
983	0.9991027001	0.04651907773
984	0.9991048138	0.04647409097
985	0.9991084734	0.04643587224
986	0.9991136316	0.04635312981
987	0.9991227964	0.04625787413
988	0.9991266295	0.04620983981
989	0.9991274025	0.04618210719
990	0.999131204	0.04614678257
991	0.9991369143	0.04608701744
992	0.9991377503	0.04606246788
993	0.9991508429	0.04595359867
994	0.9991551335	0.04590219012
995	0.9991582253	0.04584810984
996	0.9991625158	0.04579612675
997	0.999163273	0.04577482395
998	0.9991638882	0.04575674095
999	0.999166207	0.04569708675
881607	0.04999	0.9991999	0.999091786	0.04480000255
